Elevation,Aspect,Slope,pitagoras,Horizontal_Distance_To_Roadways,Wilderness_Area_Type,Soil_Type,Cover_Type
2354,313,23.0,385.5930497298933,1142.0,Wilderness_Area4,Soil_Type10,6
2311,34,11.0,0.0,1205.0,Wilderness_Area4,Soil_Type10,4
2384,269,29.0,224.01785643113362,1266.0,Wilderness_Area4,Soil_Type10,6
2437,18,23.0,396.8488377203592,732.0,Wilderness_Area4,Soil_Type6,6
2434,3,20.0,319.2444204680796,700.0,Wilderness_Area4,Soil_Type10,6
3322,347,17.0,164.23458831805192,4158.0,Wilderness_Area1,Soil_Type38,7
3233,162,7.0,0.0,3814.0,Wilderness_Area1,Soil_Type39,7
2426,115,4.0,336.92877585626314,1062.0,Wilderness_Area4,Soil_Type2,3
2377,70,14.0,328.16002194051606,1249.0,Wilderness_Area4,Soil_Type2,3
2273,85,24.0,0.0,1541.0,Wilderness_Area4,Soil_Type3,4
2307,209,32.0,71.56116265125938,1392.0,Wilderness_Area4,Soil_Type1,6
2350,221,32.0,134.40238093129153,1302.0,Wilderness_Area4,Soil_Type1,6
2246,328,3.0,0.0,376.0,Wilderness_Area4,Soil_Type16,4
2303,34,19.0,135.76818478568535,270.0,Wilderness_Area4,Soil_Type6,3
2280,59,25.0,65.39113089708727,360.0,Wilderness_Area4,Soil_Type4,4
2365,246,27.0,218.23381956058049,532.0,Wilderness_Area4,Soil_Type4,3
2473,305,15.0,193.76274151652584,514.0,Wilderness_Area4,Soil_Type6,3
2471,351,6.0,258.953663808798,618.0,Wilderness_Area4,Soil_Type6,3
2476,298,10.0,250.88842141477951,612.0,Wilderness_Area4,Soil_Type6,3
2469,91,15.0,89.49301648732151,612.0,Wilderness_Area4,Soil_Type5,3
2431,327,15.0,0.0,716.0,Wilderness_Area4,Soil_Type16,6
2473,24,6.0,163.48700254148645,828.0,Wilderness_Area4,Soil_Type10,6
2277,25,12.0,0.0,1167.0,Wilderness_Area4,Soil_Type3,4
2247,59,11.0,0.0,1253.0,Wilderness_Area4,Soil_Type2,4
2238,18,10.0,0.0,1259.0,Wilderness_Area4,Soil_Type14,4
2305,310,24.0,284.0070421662111,1150.0,Wilderness_Area4,Soil_Type10,6
2322,348,25.0,342.61640357694495,1130.0,Wilderness_Area4,Soil_Type10,6
2341,312,24.0,411.17514516322603,1116.0,Wilderness_Area4,Soil_Type10,6
2387,325,19.0,327.66141060552127,1110.0,Wilderness_Area4,Soil_Type10,6
2385,89,21.0,187.88294228055935,1130.0,Wilderness_Area4,Soil_Type6,6
2315,60,7.0,0.0,1177.0,Wilderness_Area4,Soil_Type10,4
2370,275,24.0,191.03926298015284,1248.0,Wilderness_Area4,Soil_Type10,6
2454,17,10.0,435.7533706123224,785.0,Wilderness_Area4,Soil_Type6,3
3298,300,4.0,304.13977050034083,1170.0,Wilderness_Area1,Soil_Type40,7
2405,130,15.0,431.93518032223307,1134.0,Wilderness_Area4,Soil_Type2,3
2377,357,18.0,318.47291878588356,1282.0,Wilderness_Area4,Soil_Type10,3
2378,2,18.0,307.7823906593748,1307.0,Wilderness_Area4,Soil_Type10,3
2346,69,21.0,144.40221604947757,1624.0,Wilderness_Area4,Soil_Type2,3
2275,204,28.0,30.805843601498726,1418.0,Wilderness_Area4,Soil_Type1,6
2359,264,28.0,205.7692882818036,503.0,Wilderness_Area4,Soil_Type4,3
2443,84,16.0,42.7551166528639,524.0,Wilderness_Area4,Soil_Type6,3
2480,100,11.0,112.08925015361643,573.0,Wilderness_Area4,Soil_Type6,3
2444,107,19.0,30.805843601498726,598.0,Wilderness_Area4,Soil_Type5,4
2432,350,14.0,42.1070065428546,631.0,Wilderness_Area4,Soil_Type16,6
2474,94,4.0,154.719100307622,806.0,Wilderness_Area4,Soil_Type6,3
2283,23,8.0,0.0,1138.0,Wilderness_Area4,Soil_Type5,4
2322,47,18.0,210.6418761785035,1180.0,Wilderness_Area4,Soil_Type10,6
2287,99,19.0,130.29197979921864,1203.0,Wilderness_Area4,Soil_Type2,6
2244,55,6.0,0.0,1224.0,Wilderness_Area4,Soil_Type2,4
2320,88,20.0,30.4138126514911,1138.0,Wilderness_Area4,Soil_Type10,6
2313,13,4.0,0.0,1148.0,Wilderness_Area4,Soil_Type10,4
2386,288,25.0,224.72205054244233,1235.0,Wilderness_Area4,Soil_Type10,6
2432,308,19.0,353.23646470884063,1132.0,Wilderness_Area4,Soil_Type6,6
3315,13,11.0,90.6697303403953,4434.0,Wilderness_Area1,Soil_Type38,7
3314,354,12.0,60.530983801686226,4405.0,Wilderness_Area1,Soil_Type38,7
3336,331,20.0,108.04165863221463,4233.0,Wilderness_Area1,Soil_Type38,7
3290,70,25.0,114.16216536138407,4004.0,Wilderness_Area1,Soil_Type39,7
3047,113,24.0,642.3602552409761,677.0,Wilderness_Area1,Soil_Type30,1
3009,74,3.0,585.6364059721698,2547.0,Wilderness_Area3,Soil_Type32,2
2276,42,19.0,0.0,1475.0,Wilderness_Area4,Soil_Type17,4
2355,205,24.0,199.06029237394384,1206.0,Wilderness_Area4,Soil_Type1,6
2393,251,22.0,324.2360251421794,1087.0,Wilderness_Area4,Soil_Type10,6
2413,229,18.0,387.3615881834439,1027.0,Wilderness_Area4,Soil_Type10,6
2253,109,17.0,0.0,408.0,Wilderness_Area4,Soil_Type1,4
2252,328,9.0,0.0,379.0,Wilderness_Area4,Soil_Type16,4
2297,97,17.0,88.32326986700618,330.0,Wilderness_Area4,Soil_Type4,4
2290,87,18.0,69.46221994724903,360.0,Wilderness_Area4,Soil_Type4,4
2278,74,21.0,34.48187929913333,390.0,Wilderness_Area4,Soil_Type4,4
2459,283,20.0,157.49285698088025,577.0,Wilderness_Area4,Soil_Type10,3
2494,45,10.0,163.35544068074378,540.0,Wilderness_Area4,Soil_Type6,3
2427,97,28.0,251.80349481291955,984.0,Wilderness_Area4,Soil_Type5,3
2293,86,11.0,42.1070065428546,1092.0,Wilderness_Area4,Soil_Type5,3
2247,11,2.0,0.0,1189.0,Wilderness_Area4,Soil_Type2,4
2248,345,8.0,0.0,1194.0,Wilderness_Area4,Soil_Type14,4
2319,333,10.0,0.0,1120.0,Wilderness_Area4,Soil_Type10,4
2405,300,26.0,259.61702563583924,1195.0,Wilderness_Area4,Soil_Type10,6
2439,313,20.0,355.7934794231058,1116.0,Wilderness_Area4,Soil_Type6,6
2453,309,10.0,473.4015209101044,1015.0,Wilderness_Area4,Soil_Type6,6
2449,168,14.0,434.1393785410395,700.0,Wilderness_Area4,Soil_Type3,3
3321,354,15.0,61.18823416311342,4414.0,Wilderness_Area1,Soil_Type38,7
3308,57,28.0,135.6502856613284,4041.0,Wilderness_Area1,Soil_Type39,7
3246,36,10.0,0.0,3899.0,Wilderness_Area1,Soil_Type39,7
2385,50,7.0,427.60729647656854,1148.0,Wilderness_Area4,Soil_Type2,3
2391,339,11.0,374.59444736941845,1224.0,Wilderness_Area4,Soil_Type2,3
2312,148,28.0,68.0,1563.0,Wilderness_Area4,Soil_Type3,3
2268,14,9.0,30.0,1413.0,Wilderness_Area4,Soil_Type17,4
2328,238,26.0,133.2816566523691,1263.0,Wilderness_Area4,Soil_Type1,6
2312,126,14.0,114.16216536138407,270.0,Wilderness_Area4,Soil_Type2,4
2293,119,19.0,69.92138442565336,330.0,Wilderness_Area4,Soil_Type4,4
2288,118,17.0,44.598206241955516,360.0,Wilderness_Area4,Soil_Type4,4
2278,99,14.0,32.31098884280702,390.0,Wilderness_Area4,Soil_Type4,4
2273,45,11.0,0.0,420.0,Wilderness_Area4,Soil_Type4,4
2448,75,16.0,32.69556544854363,470.0,Wilderness_Area4,Soil_Type6,3
2495,317,11.0,256.28109567426156,514.0,Wilderness_Area4,Soil_Type6,3
2491,71,13.0,125.29964086141668,510.0,Wilderness_Area4,Soil_Type6,3
2446,344,17.0,30.4138126514911,552.0,Wilderness_Area4,Soil_Type16,6
2459,3,22.0,63.90618123468183,624.0,Wilderness_Area4,Soil_Type10,6
2442,107,22.0,262.23081436017395,942.0,Wilderness_Area4,Soil_Type5,3
2290,43,12.0,0.0,1072.0,Wilderness_Area4,Soil_Type5,4
2336,292,27.0,136.0,1110.0,Wilderness_Area4,Soil_Type10,6
2344,45,17.0,224.3680012836055,1116.0,Wilderness_Area4,Soil_Type10,6
2250,346,9.0,0.0,1159.0,Wilderness_Area4,Soil_Type10,4
2321,63,5.0,0.0,1082.0,Wilderness_Area4,Soil_Type10,4
2354,300,26.0,98.08669634563088,1127.0,Wilderness_Area4,Soil_Type10,6
2414,298,24.0,263.1805463935357,1181.0,Wilderness_Area4,Soil_Type10,6
2454,346,2.0,445.3133728061622,1024.0,Wilderness_Area4,Soil_Type6,3
2463,124,7.0,598.0008361198168,900.0,Wilderness_Area4,Soil_Type6,3
2442,173,16.0,435.4044097158411,679.0,Wilderness_Area4,Soil_Type3,3
2432,144,20.0,375.69402444010205,638.0,Wilderness_Area4,Soil_Type3,3
3333,348,16.0,0.0,4336.0,Wilderness_Area1,Soil_Type38,7
3285,72,32.0,68.0,3994.0,Wilderness_Area1,Soil_Type39,7
3220,77,11.0,555.0441423886932,1054.0,Wilderness_Area1,Soil_Type29,2
2975,99,32.0,550.8865581950607,547.0,Wilderness_Area1,Soil_Type30,1
2955,103,24.0,489.54672912807825,488.0,Wilderness_Area1,Soil_Type30,2
2849,27,6.0,30.265491900843113,2429.0,Wilderness_Area3,Soil_Type23,1
2308,147,32.0,50.47771785649585,1616.0,Wilderness_Area4,Soil_Type3,3
2459,275,13.0,484.43368999275845,872.0,Wilderness_Area4,Soil_Type2,6
2287,120,19.0,43.68065933568311,330.0,Wilderness_Area4,Soil_Type4,4
2281,128,16.0,31.04834939252005,360.0,Wilderness_Area4,Soil_Type4,4
2273,135,6.0,0.0,390.0,Wilderness_Area4,Soil_Type4,4
2376,303,30.0,204.0,418.0,Wilderness_Area4,Soil_Type10,3
2487,266,7.0,205.75956842878534,391.0,Wilderness_Area4,Soil_Type6,3
2503,354,12.0,191.049731745428,480.0,Wilderness_Area4,Soil_Type6,3
2296,38,13.0,0.0,1044.0,Wilderness_Area4,Soil_Type14,4
2312,97,26.0,219.82947936980608,1100.0,Wilderness_Area4,Soil_Type2,6
2254,355,11.0,0.0,1130.0,Wilderness_Area4,Soil_Type14,4
2267,307,21.0,87.0976463516667,1142.0,Wilderness_Area4,Soil_Type10,6
2292,305,26.0,141.35416513141735,1114.0,Wilderness_Area4,Soil_Type10,6
2310,331,20.0,205.00975586542216,1087.0,Wilderness_Area4,Soil_Type10,6
2435,160,18.0,549.3641779366397,743.0,Wilderness_Area4,Soil_Type3,3
3342,358,17.0,43.174066289845804,4403.0,Wilderness_Area1,Soil_Type38,7
3264,328,18.0,43.965895873961216,3891.0,Wilderness_Area1,Soil_Type38,7
3100,310,16.0,516.1569528738328,1549.0,Wilderness_Area1,Soil_Type29,1
2874,116,18.0,153.9415473483361,2379.0,Wilderness_Area3,Soil_Type13,5
2865,116,15.0,124.4869471069156,2391.0,Wilderness_Area3,Soil_Type13,5
2404,90,10.0,390.25120115125844,1015.0,Wilderness_Area4,Soil_Type2,3
2406,288,23.0,385.7680650339009,1020.0,Wilderness_Area4,Soil_Type10,6
2431,269,21.0,450.73495537843525,960.0,Wilderness_Area4,Soil_Type10,6
2265,9,21.0,0.0,391.0,Wilderness_Area4,Soil_Type10,4
2275,99,9.0,0.0,360.0,Wilderness_Area4,Soil_Type4,4
2318,301,29.0,71.02112361825881,450.0,Wilderness_Area4,Soil_Type10,3
2428,290,28.0,307.9025819963191,365.0,Wilderness_Area4,Soil_Type10,3
2446,326,9.0,60.530983801686226,457.0,Wilderness_Area4,Soil_Type6,3
2499,326,7.0,312.6403684747061,480.0,Wilderness_Area4,Soil_Type6,3
2457,77,19.0,0.0,466.0,Wilderness_Area4,Soil_Type5,4
2478,34,14.0,31.953090617340916,595.0,Wilderness_Area4,Soil_Type10,6
2483,355,5.0,182.82231811242303,743.0,Wilderness_Area4,Soil_Type6,3
2308,59,13.0,0.0,1006.0,Wilderness_Area4,Soil_Type14,4
2307,88,23.0,218.40329667841556,1071.0,Wilderness_Area4,Soil_Type2,6
2295,65,19.0,186.29009635512028,1077.0,Wilderness_Area4,Soil_Type2,6
2261,3,15.0,0.0,1100.0,Wilderness_Area4,Soil_Type14,4
2318,324,19.0,216.33538776631067,1060.0,Wilderness_Area4,Soil_Type10,6
2402,331,22.0,511.0352238349134,972.0,Wilderness_Area4,Soil_Type10,6
2408,335,25.0,457.41010045690945,967.0,Wilderness_Area4,Soil_Type10,6
2421,38,17.0,314.6823795511913,960.0,Wilderness_Area4,Soil_Type6,6
2325,30,7.0,0.0,1015.0,Wilderness_Area4,Soil_Type10,4
2449,236,14.0,364.2444234302016,1073.0,Wilderness_Area4,Soil_Type6,3
3350,355,18.0,111.32385189167684,4469.0,Wilderness_Area1,Soil_Type39,7
2995,328,7.0,182.3951753747889,1767.0,Wilderness_Area1,Soil_Type23,1
3105,308,14.0,506.80666925367115,1574.0,Wilderness_Area1,Soil_Type29,1
3200,301,22.0,400.5621050473946,1489.0,Wilderness_Area1,Soil_Type30,1
2376,121,19.0,228.40534144367115,1289.0,Wilderness_Area4,Soil_Type3,3
2321,143,21.0,114.16216536138407,1454.0,Wilderness_Area4,Soil_Type3,3
2300,338,26.0,46.09772228646444,1440.0,Wilderness_Area4,Soil_Type10,6
2312,338,32.0,70.49113419430843,1380.0,Wilderness_Area4,Soil_Type10,6
2473,278,19.0,214.11212016137713,330.0,Wilderness_Area4,Soil_Type10,3
2489,353,14.0,85.05292469985967,534.0,Wilderness_Area4,Soil_Type10,6
2488,24,13.0,63.56886030125127,553.0,Wilderness_Area4,Soil_Type10,6
2344,99,22.0,43.174066289845804,942.0,Wilderness_Area4,Soil_Type5,3
2316,83,11.0,0.0,960.0,Wilderness_Area4,Soil_Type5,4
2311,52,8.0,0.0,968.0,Wilderness_Area4,Soil_Type14,4
2310,0,18.0,30.066592756745816,987.0,Wilderness_Area4,Soil_Type14,6
2358,72,12.0,216.7071757002984,1024.0,Wilderness_Area4,Soil_Type10,6
2271,1,20.0,0.0,1071.0,Wilderness_Area4,Soil_Type14,4
2340,322,21.0,288.5706152746672,1008.0,Wilderness_Area4,Soil_Type10,6
2355,317,22.0,345.98410368107955,987.0,Wilderness_Area4,Soil_Type10,6
2420,326,24.0,454.2510319195764,938.0,Wilderness_Area4,Soil_Type10,6
2385,293,20.0,163.87800340497196,1061.0,Wilderness_Area4,Soil_Type10,6
2417,166,15.0,607.0667179149257,726.0,Wilderness_Area4,Soil_Type3,3
2411,171,18.0,423.4949822607111,594.0,Wilderness_Area4,Soil_Type3,3
3010,123,14.0,220.60145058453264,990.0,Wilderness_Area3,Soil_Type32,2
2890,95,19.0,152.7776161615307,2412.0,Wilderness_Area3,Soil_Type13,5
2967,313,27.0,360.8060420780118,2717.0,Wilderness_Area3,Soil_Type33,2
2404,95,11.0,391.2505591050318,983.0,Wilderness_Area4,Soil_Type2,3
2388,128,13.0,260.71632093139084,1222.0,Wilderness_Area4,Soil_Type2,3
2380,283,23.0,305.49140740780257,1110.0,Wilderness_Area4,Soil_Type10,6
2478,264,7.0,377.1432088742949,810.0,Wilderness_Area4,Soil_Type2,6
2474,77,16.0,0.0,400.0,Wilderness_Area4,Soil_Type5,4
2489,333,18.0,129.98846102635417,458.0,Wilderness_Area4,Soil_Type10,6
2347,86,23.0,32.69556544854363,912.0,Wilderness_Area4,Soil_Type5,3
2328,50,12.0,0.0,924.0,Wilderness_Area4,Soil_Type5,4
2340,57,23.0,276.4923145405673,1001.0,Wilderness_Area4,Soil_Type10,6
2316,19,28.0,136.95254652615992,1024.0,Wilderness_Area4,Soil_Type10,6
2282,354,21.0,0.0,1041.0,Wilderness_Area4,Soil_Type14,4
2311,326,26.0,134.6142637315972,1050.0,Wilderness_Area4,Soil_Type10,6
2340,317,21.0,257.38881094561975,993.0,Wilderness_Area4,Soil_Type10,6
2369,314,20.0,385.5437718340163,949.0,Wilderness_Area4,Soil_Type10,6
2389,304,23.0,447.0011185668331,931.0,Wilderness_Area4,Soil_Type10,6
2337,13,12.0,0.0,959.0,Wilderness_Area4,Soil_Type10,4
2345,298,16.0,33.54101966249684,969.0,Wilderness_Area4,Soil_Type10,6
3372,265,6.0,30.265491900843113,4288.0,Wilderness_Area1,Soil_Type40,7
3114,303,14.0,476.32446924339297,1626.0,Wilderness_Area1,Soil_Type29,1
3295,261,19.0,165.9548131269473,1380.0,Wilderness_Area1,Soil_Type39,1
2939,80,15.0,179.7386992275175,2314.0,Wilderness_Area3,Soil_Type32,5
2898,107,17.0,135.20355024924456,2430.0,Wilderness_Area3,Soil_Type13,5
2885,305,24.0,89.49301648732151,2563.0,Wilderness_Area3,Soil_Type33,2
2358,116,20.0,164.28329190760695,1292.0,Wilderness_Area4,Soil_Type3,3
2329,137,23.0,94.81033698917012,1376.0,Wilderness_Area4,Soil_Type3,3
2286,304,23.0,0.0,1560.0,Wilderness_Area4,Soil_Type17,6
2330,296,24.0,119.01260437449471,1410.0,Wilderness_Area4,Soil_Type10,6
2395,288,22.0,346.3437598687177,1080.0,Wilderness_Area4,Soil_Type10,6
2479,294,9.0,354.1581567605072,810.0,Wilderness_Area4,Soil_Type2,6
2433,282,25.0,290.5477585527033,285.0,Wilderness_Area4,Soil_Type10,3
2470,80,15.0,98.76234100101111,295.0,Wilderness_Area4,Soil_Type6,3
2462,71,15.0,69.6419413859206,309.0,Wilderness_Area4,Soil_Type6,3
2491,310,17.0,279.20064469839605,395.0,Wilderness_Area4,Soil_Type10,3
2498,345,13.0,120.10412149464314,450.0,Wilderness_Area4,Soil_Type10,6
2431,118,22.0,184.23083346714796,834.0,Wilderness_Area4,Soil_Type5,3
2333,82,11.0,0.0,888.0,Wilderness_Area4,Soil_Type5,4
2377,349,21.0,195.4328529188478,960.0,Wilderness_Area4,Soil_Type10,6
2324,332,26.0,138.92443989449805,1024.0,Wilderness_Area4,Soil_Type10,6
2330,333,24.0,170.0,1008.0,Wilderness_Area4,Soil_Type10,6
2374,330,22.0,358.8606972071475,930.0,Wilderness_Area4,Soil_Type10,6
2378,326,23.0,389.2351474366106,920.0,Wilderness_Area4,Soil_Type10,6
2447,318,20.0,417.5943007273926,875.0,Wilderness_Area4,Soil_Type10,6
2343,43,12.0,0.0,930.0,Wilderness_Area4,Soil_Type5,4
2396,294,23.0,161.5951731952412,1008.0,Wilderness_Area4,Soil_Type10,6
3375,265,5.0,60.40695324215582,4270.0,Wilderness_Area1,Soil_Type40,7
3381,247,6.0,120.70211265756701,4214.0,Wilderness_Area1,Soil_Type39,7
3359,311,32.0,352.64287884487334,3601.0,Wilderness_Area1,Soil_Type39,7
3173,279,32.0,495.17673612559787,1597.0,Wilderness_Area1,Soil_Type29,1
3259,343,9.0,252.20031720836514,1480.0,Wilderness_Area1,Soil_Type39,1
2939,104,19.0,155.502411556863,2307.0,Wilderness_Area3,Soil_Type13,5
2390,123,15.0,430.50319394866284,1006.0,Wilderness_Area4,Soil_Type2,3
2293,144,22.0,31.32091952673165,1452.0,Wilderness_Area4,Soil_Type3,3
2319,269,19.0,67.47592163134935,1440.0,Wilderness_Area4,Soil_Type10,6
2357,30,21.0,193.25889371514057,1290.0,Wilderness_Area4,Soil_Type10,6
2348,21,22.0,205.4093474017188,1260.0,Wilderness_Area4,Soil_Type10,6
2427,281,17.0,391.0319680026174,990.0,Wilderness_Area4,Soil_Type10,6
2326,28,24.0,138.19189556555045,420.0,Wilderness_Area4,Soil_Type10,3
2510,314,14.0,345.61539317570913,360.0,Wilderness_Area4,Soil_Type10,3
2480,333,16.0,42.190046219457976,351.0,Wilderness_Area4,Soil_Type10,6
2498,90,5.0,156.1089363233252,642.0,Wilderness_Area4,Soil_Type6,3
2358,345,32.0,91.92388155425118,892.0,Wilderness_Area4,Soil_Type10,6
2361,350,32.0,105.11898020814318,902.0,Wilderness_Area4,Soil_Type10,6
2370,343,32.0,140.03570973148243,926.0,Wilderness_Area4,Soil_Type10,6
2386,7,16.0,212.0471645648675,930.0,Wilderness_Area4,Soil_Type10,6
2381,38,16.0,234.38643305447522,932.0,Wilderness_Area4,Soil_Type10,6
2375,40,18.0,256.82678987987214,934.0,Wilderness_Area4,Soil_Type10,6
2360,35,24.0,258.3273117577776,942.0,Wilderness_Area4,Soil_Type10,6
2306,348,23.0,0.0,983.0,Wilderness_Area4,Soil_Type10,4
2456,325,19.0,411.83006204015754,845.0,Wilderness_Area4,Soil_Type10,6
2373,80,21.0,69.9714227381436,882.0,Wilderness_Area4,Soil_Type5,6
2422,300,11.0,224.01785643113362,1015.0,Wilderness_Area4,Soil_Type10,6
2429,205,8.0,524.6227215819002,886.0,Wilderness_Area4,Soil_Type6,3
2423,140,12.0,609.3381655534142,805.0,Wilderness_Area4,Soil_Type6,3
3371,273,4.0,30.066592756745816,4309.0,Wilderness_Area1,Soil_Type40,7
3376,238,4.0,90.35485598461214,4252.0,Wilderness_Area1,Soil_Type40,7
3368,94,24.0,186.60385848100785,4140.0,Wilderness_Area1,Soil_Type39,7
3372,314,31.0,345.2144261180288,3613.0,Wilderness_Area1,Soil_Type39,7
3083,300,31.0,344.33123587615455,1739.0,Wilderness_Area1,Soil_Type29,1
2934,117,22.0,129.1200991325518,2301.0,Wilderness_Area3,Soil_Type13,5
2908,108,21.0,95.524865872714,2359.0,Wilderness_Area3,Soil_Type13,5
3015,275,6.0,512.8440308709852,2703.0,Wilderness_Area3,Soil_Type32,2
2402,90,18.0,408.17643244067875,939.0,Wilderness_Area4,Soil_Type2,3
2381,196,16.0,309.6142761566398,1103.0,Wilderness_Area4,Soil_Type3,3
2382,171,14.0,284.33958570695006,1131.0,Wilderness_Area4,Soil_Type3,3
2287,140,20.0,0.0,1414.0,Wilderness_Area4,Soil_Type3,4
2339,258,23.0,97.51410154434076,1380.0,Wilderness_Area4,Soil_Type10,6
2362,23,23.0,212.94130646729863,1260.0,Wilderness_Area4,Soil_Type10,6
2469,100,18.0,270.7175650008695,750.0,Wilderness_Area4,Soil_Type2,3
2411,49,21.0,211.5585025471678,600.0,Wilderness_Area4,Soil_Type1,3
2452,348,6.0,90.44888059008801,295.0,Wilderness_Area4,Soil_Type6,3
2483,60,10.0,0.0,301.0,Wilderness_Area4,Soil_Type5,4
2354,107,19.0,0.0,819.0,Wilderness_Area4,Soil_Type5,4
2344,47,12.0,0.0,824.0,Wilderness_Area4,Soil_Type14,4
2350,337,23.0,44.598206241955516,837.0,Wilderness_Area4,Soil_Type10,6
2319,315,3.0,0.0,953.0,Wilderness_Area4,Soil_Type10,4
2448,312,23.0,430.22784661153673,824.0,Wilderness_Area4,Soil_Type10,6
2383,89,20.0,88.60022573334675,845.0,Wilderness_Area4,Soil_Type6,6
2429,240,5.0,524.6227215819002,875.0,Wilderness_Area4,Soil_Type6,3
3376,48,6.0,0.0,4432.0,Wilderness_Area1,Soil_Type40,7
3371,333,1.0,30.066592756745816,4347.0,Wilderness_Area1,Soil_Type40,7
3377,169,7.0,153.26447729333762,4207.0,Wilderness_Area1,Soil_Type40,7
3367,101,19.0,183.09833423600554,4151.0,Wilderness_Area1,Soil_Type39,7
3039,321,29.0,234.00213674238105,1831.0,Wilderness_Area1,Soil_Type22,1
3172,146,17.0,341.6343074107166,932.0,Wilderness_Area1,Soil_Type29,2
3023,72,8.0,496.78969393496885,2550.0,Wilderness_Area3,Soil_Type32,2
2373,177,14.0,270.05925275761246,1120.0,Wilderness_Area4,Soil_Type3,3
2364,133,18.0,191.19100397246729,1205.0,Wilderness_Area4,Soil_Type3,3
2291,112,22.0,0.0,1376.0,Wilderness_Area4,Soil_Type3,4
2368,23,22.0,217.55918734909818,1230.0,Wilderness_Area4,Soil_Type10,6
2387,279,20.0,297.1363323459452,1110.0,Wilderness_Area4,Soil_Type10,6
2442,301,21.0,324.07560846197606,960.0,Wilderness_Area4,Soil_Type10,6
2477,316,14.0,287.5030434621519,840.0,Wilderness_Area4,Soil_Type2,6
2457,102,18.0,227.0594635772753,720.0,Wilderness_Area4,Soil_Type2,3
2471,53,14.0,136.8941196691808,228.0,Wilderness_Area4,Soil_Type6,3
2461,34,14.0,121.3424904969401,256.0,Wilderness_Area4,Soil_Type6,3
2369,329,28.0,91.54780172128658,816.0,Wilderness_Area4,Soil_Type10,6
2350,242,18.0,169.53170794869024,932.0,Wilderness_Area4,Soil_Type10,6
2349,7,6.0,0.0,847.0,Wilderness_Area4,Soil_Type5,4
2417,170,13.0,308.7539473431878,1022.0,Wilderness_Area4,Soil_Type6,3
2429,230,7.0,524.6227215819002,864.0,Wilderness_Area4,Soil_Type6,3
3389,333,30.0,307.7287766849243,3665.0,Wilderness_Area1,Soil_Type39,7
2430,81,10.0,352.27829907617075,832.0,Wilderness_Area4,Soil_Type2,3
2326,293,13.0,31.32091952673165,1440.0,Wilderness_Area4,Soil_Type10,6
2354,284,25.0,111.32385189167684,1350.0,Wilderness_Area4,Soil_Type10,6
2477,305,18.0,261.8415551435639,870.0,Wilderness_Area4,Soil_Type2,6
2319,98,12.0,30.59411708155671,330.0,Wilderness_Area4,Soil_Type2,4
2481,62,9.0,179.07819521091898,190.0,Wilderness_Area4,Soil_Type6,3
2495,33,11.0,68.06614430096654,240.0,Wilderness_Area4,Soil_Type5,4
2493,352,14.0,60.8276253029822,242.0,Wilderness_Area4,Soil_Type5,6
2498,335,18.0,61.84658438426491,247.0,Wilderness_Area4,Soil_Type10,6
2413,117,26.0,152.7776161615307,752.0,Wilderness_Area4,Soil_Type5,3
2360,82,10.0,0.0,752.0,Wilderness_Area4,Soil_Type5,4
2406,18,20.0,255.0019607767752,842.0,Wilderness_Area4,Soil_Type10,6
2381,39,22.0,170.14405661086138,859.0,Wilderness_Area4,Soil_Type10,6
2351,64,25.0,85.84287972802403,878.0,Wilderness_Area4,Soil_Type10,6
2318,20,19.0,0.0,895.0,Wilderness_Area4,Soil_Type10,4
2399,316,27.0,308.3845002590111,845.0,Wilderness_Area4,Soil_Type10,6
2477,319,5.0,363.5519220138989,755.0,Wilderness_Area4,Soil_Type6,6
2444,73,21.0,254.94313091354314,752.0,Wilderness_Area4,Soil_Type6,6
2431,72,20.0,222.32633672149595,755.0,Wilderness_Area4,Soil_Type6,6
2358,67,15.0,0.0,808.0,Wilderness_Area4,Soil_Type5,6
2355,337,10.0,0.0,819.0,Wilderness_Area4,Soil_Type5,4
2388,51,19.0,449.5887009256349,499.0,Wilderness_Area4,Soil_Type3,6
2293,87,20.0,261.51290599127225,319.0,Wilderness_Area4,Soil_Type3,6
3370,131,5.0,150.00333329629711,4256.0,Wilderness_Area1,Soil_Type40,7
3340,57,23.0,94.37160589923221,4089.0,Wilderness_Area1,Soil_Type40,7
2288,299,7.0,30.0,1390.0,Wilderness_Area4,Soil_Type17,6
2294,287,13.0,60.07495318350236,1419.0,Wilderness_Area4,Soil_Type10,6
2325,281,12.0,30.4138126514911,1440.0,Wilderness_Area4,Soil_Type17,6
2373,294,23.0,112.36102527122117,1320.0,Wilderness_Area4,Soil_Type10,6
2390,327,15.0,164.93938280471406,1260.0,Wilderness_Area4,Soil_Type10,6
2371,101,21.0,88.88756943465155,511.0,Wilderness_Area4,Soil_Type1,3
2320,79,11.0,0.0,331.0,Wilderness_Area4,Soil_Type2,4
2431,308,29.0,236.57768280207665,216.0,Wilderness_Area4,Soil_Type10,3
2472,10,10.0,182.3211452355431,216.0,Wilderness_Area4,Soil_Type6,3
2504,32,12.0,110.02272492535349,210.0,Wilderness_Area4,Soil_Type5,4
2498,3,10.0,30.0,426.0,Wilderness_Area4,Soil_Type6,6
2370,332,20.0,43.41658669218482,730.0,Wilderness_Area4,Soil_Type10,6
2411,37,22.0,193.3726971420733,819.0,Wilderness_Area4,Soil_Type10,6
