Id,Domicilio,Transporte,TarjetasCredito,Edad,Sexo,Sueldo
15672,LimaModerna1,AUTOMOVIL,5,32,M,7093
15673,LimaModerna1,AUTOMOVIL,2,69,F,2115
15674,LimaModerna1,AUTOMOVIL,6,60,F,5354
15675,LimaModerna1,AUTOMOVIL,1,73,M,7337
15676,LimaModerna1,AUTOMOVIL,1,43,F,3502
15677,LimaModerna1,AUTOMOVIL,3,54,F,8910
15678,LimaModerna1,AUTOMOVIL,1,37,M,7403
15679,LimaEste,CAMIONETA RURAL,2,50,M,2993
15680,LimaEste,CAMIONETA RURAL,1,38,F,1050
15681,LimaEste,AUTOMOVIL,4,40,F,4575
15682,LimaEste,AUTOMOVIL,2,40,M,6136
15683,LimaEste,AUTOMOVIL,3,77,M,4152
15684,LimaModerna1,AUTOMOVIL,5,53,F,10707
15685,LimaModerna1,AUTOMOVIL,3,25,F,2800
15686,LimaModerna1,AUTOMOVIL,2,37,M,7396
15687,LimaModerna1,AUTOMOVIL,5,26,F,1765
15688,LimaModerna1,AUTOMOVIL,1,36,M,24348
15689,LimaModerna2,AUTOMOVIL,1,52,M,17093
15690,LimaEste,AUTOMOVIL,4,32,F,8336
15691,LimaEste,AUTOMOVIL,6,60,M,5279
15692,LimaModerna1,AUTOMOVIL,1,39,F,1711
15693,LimaModerna1,AUTOMOVIL,2,38,F,7527
15694,LimaModerna1,AUTOMOVIL,2,67,F,850
15695,LimaEste,CAMIONETA RURAL,5,45,F,11244
15696,LimaEste,CAMIONETA RURAL,4,62,M,9732
15697,LimaEste,CAMIONETA RURAL,4,41,F,6734
15698,LimaEste,CAMIONETA RURAL,3,33,M,26505
15699,LimaModerna1,AUTOMOVIL,2,44,M,1800
15700,LimaModerna1,AUTOMOVIL,3,37,M,10127
15701,LimaModerna1,AUTOMOVIL,3,62,M,6000
15702,LimaModerna1,AUTOMOVIL,4,67,M,5718
15703,LimaModerna1,AUTOMOVIL,2,55,F,2580
15704,Callao,AUTOMOVIL,6,44,F,2400
15705,Callao,CAMIONETA RURAL,1,44,M,8200
15706,Callao,CAMIONETA RURAL,2,60,M,850
15707,LimaModerna1,CAMIONETA RURAL,1,49,M,39171
15708,LimaModerna1,CAMIONETA RURAL,2,52,M,7337
15709,LimaModerna1,CAMIONETA RURAL,5,48,M,2018
15710,LimaModerna1,CAMIONETA RURAL,3,41,M,39027
15711,LimaModerna1,CAMIONETA RURAL,2,43,M,13093
15712,LimaModerna1,CAMIONETA RURAL,2,46,F,16437
15713,LimaModerna1,CAMIONETA RURAL,1,41,M,16134
15714,LimaModerna2,AUTOMOVIL,1,28,M,2600
15715,LimaModerna2,AUTOMOVIL,3,63,F,930
15716,LimaModerna2,AUTOMOVIL,4,42,F,4093
15717,LimaModerna1,CAMIONETA RURAL,2,70,M,5677
15718,LimaModerna1,CAMIONETA RURAL,4,60,M,11304
15719,LimaModerna1,AUTOMOVIL,1,25,M,24167
15720,LimaModerna1,AUTOMOVIL,4,50,M,4361
15721,LimaCentro,CAMIONETA RURAL,6,58,M,10292
15722,LimaEste,AUTOMOVIL,3,52,M,1401
15723,LimaEste,AUTOMOVIL,2,51,M,2620
15724,LimaEste,AUTOMOVIL,1,30,M,2300
15725,Callao,AUTOMOVIL,3,31,M,1670
15726,LimaEste,AUTOMOVIL,3,37,M,2138
15727,LimaEste,AUTOMOVIL,4,39,F,1405
15728,LimaModerna1,CAMIONETA RURAL,3,50,M,11329
15729,LimaModerna1,CAMIONETA RURAL,5,43,F,5520
15730,LimaModerna1,CAMIONETA RURAL,6,40,F,3273
15731,LimaModerna1,CAMIONETA RURAL,2,40,M,30185
15732,LimaEste,AUTOMOVIL,2,31,M,3269
15733,LimaEste,AUTOMOVIL,1,30,M,3388
15734,LimaEste,AUTOMOVIL,5,43,M,2000
15735,LimaModerna1,CAMIONETA RURAL,1,37,M,8693
15736,LimaModerna1,CAMIONETA RURAL,2,40,M,12706
15737,LimaModerna1,CAMIONETA RURAL,2,65,M,45855
15738,LimaModerna1,CAMIONETA RURAL,2,37,M,3508
15739,LimaModerna1,CAMIONETA RURAL,1,32,F,3529
15740,LimaModerna2,STATION WAGON,2,73,M,2142
15741,LimaModerna2,CAMIONETA RURAL,3,42,M,35375
15742,LimaModerna2,CAMIONETA RURAL,2,40,M,10667
15743,LimaModerna2,CAMIONETA RURAL,2,39,M,3005
15744,LimaModerna2,CAMIONETA RURAL,1,37,M,29176
15745,LimaModerna2,CAMIONETA RURAL,5,39,F,107433
15746,LimaModerna2,CAMIONETA RURAL,3,36,M,6593
15747,Callao,AUTOMOVIL,1,39,M,6321
15748,LimaModerna1,AUTOMOVIL,2,57,M,3093
15749,LimaModerna1,AUTOMOVIL,2,69,F,6446
15750,LimaModerna1,AUTOMOVIL,1,59,F,14153
15751,LimaModerna1,AUTOMOVIL,3,66,M,4520
15752,LimaModerna1,AUTOMOVIL,3,45,M,5667
15753,LimaModerna1,AUTOMOVIL,1,35,M,3429
15754,LimaModerna1,AUTOMOVIL,2,46,M,14593
15755,LimaCentro,AUTOMOVIL,2,37,M,930
15756,LimaModerna1,STATION WAGON,1,51,M,21583
15757,LimaModerna1,AUTOMOVIL,3,32,M,2142
15758,LimaNorte,AUTOMOVIL,4,48,M,8515
15759,LimaNorte,AUTOMOVIL,2,37,F,3150
15760,LimaNorte,CAMIONETA RURAL,1,48,F,5171
15761,LimaModerna1,AUTOMOVIL,3,49,M,35047
15762,LimaModerna1,AUTOMOVIL,4,44,M,15070
15763,LimaModerna1,AUTOMOVIL,2,51,F,10085
15764,LimaModerna1,AUTOMOVIL,1,42,F,3387
15765,LimaModerna1,AUTOMOVIL,2,48,M,19047
15766,LimaNorte,AUTOMOVIL,2,71,F,919
15767,LimaModerna1,AUTOMOVIL,4,71,F,1692
15768,LimaModerna1,AUTOMOVIL,4,71,F,1692
15769,LimaModerna1,AUTOMOVIL,7,58,M,7766
15770,LimaEste,CAMIONETA RURAL,1,31,M,12607
15771,LimaEste,AUTOMOVIL,6,44,M,5710
15772,LimaEste,AUTOMOVIL,4,34,F,1721
15773,LimaEste,AUTOMOVIL,2,33,M,4738
15774,LimaModerna1,AUTOMOVIL,3,66,M,7399
15775,LimaModerna1,AUTOMOVIL,1,39,F,16345
15776,LimaModerna1,AUTOMOVIL,3,49,F,3593
15777,LimaModerna1,AUTOMOVIL,3,51,M,14807
15778,LimaEste,AUTOMOVIL,1,67,M,930
15779,LimaEste,AUTOMOVIL,5,52,M,21045
15780,LimaEste,AUTOMOVIL,1,29,F,7000
15781,LimaModerna1,AUTOMOVIL,2,34,F,11220
15782,LimaModerna1,AUTOMOVIL,2,66,M,7699
15783,LimaModerna1,AUTOMOVIL,3,42,F,7000
15784,LimaEste,CAMIONETA RURAL,3,37,M,3335
15785,LimaSur,AUTOMOVIL,2,50,M,1023
15786,LimaSur,AUTOMOVIL,1,33,M,11075
15787,LimaModerna1,AUTOMOVIL,3,41,M,2093
15788,LimaModerna1,AUTOMOVIL,3,61,M,3893
15789,LimaModerna1,AUTOMOVIL,1,35,M,8241
15790,Callao,AUTOMOVIL,1,53,M,10213
15791,Callao,CAMIONETA RURAL,2,54,M,2833
15792,LimaModerna1,AUTOMOVIL,3,60,M,40259
15793,LimaModerna1,CAMIONETA RURAL,6,39,M,4683
15794,LimaModerna1,CAMIONETA RURAL,5,46,F,9500
15795,LimaModerna1,CAMIONETA RURAL,2,66,F,1382
15796,LimaCentro,CAMIONETA RURAL,4,42,F,1386
15797,LimaModerna1,CAMIONETA RURAL,5,54,F,7452
15798,LimaModerna1,CAMIONETA RURAL,3,37,F,10293
15799,LimaModerna1,CAMIONETA RURAL,3,80,M,1772
15800,LimaModerna2,AUTOMOVIL,3,28,F,4150
15801,Callao,AUTOMOVIL,1,27,M,5793
15802,Callao,AUTOMOVIL,3,33,F,2093
15803,Callao,CAMIONETA RURAL,4,37,M,1500
15804,Callao,CAMIONETA RURAL,1,34,M,5564
15805,Callao,CAMIONETA RURAL,3,58,M,8639
15806,LimaModerna1,AUTOMOVIL,1,33,M,17000
15807,LimaModerna1,AUTOMOVIL,1,40,M,11876
15808,LimaModerna1,AUTOMOVIL,3,58,F,1981
15809,LimaEste,CAMIONETA PICK UP,1,44,M,2102
15810,Callao,AUTOMOVIL,2,42,M,1734
15811,LimaEste,AUTOMOVIL,1,37,M,1993
15812,LimaModerna1,CAMIONETA RURAL,2,37,M,5093
15813,LimaModerna1,CAMIONETA RURAL,3,46,M,3384
15814,LimaEste,AUTOMOVIL,3,50,M,7877
15815,LimaEste,AUTOMOVIL,5,34,F,2030
15816,LimaEste,AUTOMOVIL,5,34,F,2030
15817,LimaModerna1,CAMIONETA RURAL,1,32,M,7636
15818,LimaModerna1,CAMIONETA RURAL,1,38,F,2768
15819,LimaModerna1,CAMIONETA RURAL,2,32,M,23093
15820,LimaModerna1,CAMIONETA RURAL,2,39,M,6327
15821,LimaModerna1,CAMIONETA RURAL,2,41,M,10593
15822,LimaModerna1,CAMIONETA RURAL,1,62,M,2210
15823,LimaModerna1,CAMIONETA RURAL,1,69,M,4539
15824,LimaEste,AUTOMOVIL,4,37,M,5593
15825,LimaEste,AUTOMOVIL,6,47,M,3093
15826,LimaEste,AUTOMOVIL,6,35,M,1390
15827,LimaModerna2,STATION WAGON,3,72,M,1876
15828,LimaModerna2,STATION WAGON,4,43,M,930
15829,LimaModerna2,STATION WAGON,1,75,M,6233
15830,LimaModerna2,CAMIONETA RURAL,3,52,M,11831
15831,LimaModerna2,CAMIONETA RURAL,1,54,M,23610
15832,LimaModerna1,AUTOMOVIL,3,37,M,3067
15833,LimaModerna1,AUTOMOVIL,1,24,F,1234
15834,LimaModerna1,AUTOMOVIL,1,75,M,2912
15835,LimaModerna1,AUTOMOVIL,2,53,M,935
15836,LimaModerna1,AUTOMOVIL,2,62,M,4432
15837,LimaModerna1,AUTOMOVIL,2,62,M,4432
15838,LimaModerna1,AUTOMOVIL,4,45,M,2843
15839,LimaSur,AUTOMOVIL,4,41,M,3476
15840,LimaSur,AUTOMOVIL,4,27,F,1400
15841,LimaSur,AUTOMOVIL,2,46,F,8000
15842,LimaSur,AUTOMOVIL,1,52,F,3697
15843,LimaSur,AUTOMOVIL,4,52,M,11004
15844,LimaCentro,AUTOMOVIL,5,60,M,3593
15845,LimaCentro,AUTOMOVIL,3,38,M,2468
15846,LimaCentro,AUTOMOVIL,2,42,M,2993
15847,Callao,AUTOMOVIL,1,30,M,3010
15848,LimaModerna1,CAMIONETA RURAL,3,40,F,13879
15849,LimaModerna1,CAMIONETA RURAL,2,32,M,17000
15850,LimaModerna1,STATION WAGON,5,61,M,3500
15851,LimaModerna1,STATION WAGON,5,61,M,3500
15852,LimaModerna1,STATION WAGON,2,37,F,1008
15853,LimaModerna1,STATION WAGON,4,32,F,2838
15854,LimaModerna1,AUTOMOVIL,2,75,M,857
15855,LimaModerna1,AUTOMOVIL,2,56,F,37219
15856,LimaModerna1,AUTOMOVIL,2,56,F,37219
15857,LimaModerna1,AUTOMOVIL,3,35,M,7897
15858,LimaNorte,AUTOMOVIL,1,36,F,2470
15859,LimaNorte,AUTOMOVIL,3,36,F,9363
15860,LimaNorte,STATION WAGON,3,42,M,12833
15861,LimaNorte,STATION WAGON,3,36,M,1500
15862,LimaNorte,STATION WAGON,1,42,M,12262
15863,LimaNorte,STATION WAGON,2,66,M,3125
15864,LimaModerna1,AUTOMOVIL,1,37,M,27861
15865,LimaModerna1,AUTOMOVIL,3,32,M,7684
15866,LimaModerna1,AUTOMOVIL,3,32,M,7684
15867,LimaModerna1,AUTOMOVIL,4,54,M,30000
15868,LimaModerna1,AUTOMOVIL,6,43,M,13012
15869,LimaModerna1,AUTOMOVIL,1,39,M,34619
15870,LimaModerna1,AUTOMOVIL,2,39,F,4911
15871,LimaModerna1,AUTOMOVIL,6,41,F,1697
15872,LimaModerna1,AUTOMOVIL,4,42,F,7093
15873,LimaNorte,AUTOMOVIL,7,33,M,7093
15874,LimaNorte,AUTOMOVIL,4,31,M,2593
15875,LimaModerna1,AUTOMOVIL,4,40,F,1726
15876,LimaModerna1,AUTOMOVIL,3,31,M,1000
15877,LimaModerna1,AUTOMOVIL,3,57,M,4233
15878,LimaEste,CAMIONETA RURAL,4,50,M,1500
15879,LimaEste,CAMIONETA RURAL,4,59,M,1625
15880,LimaEste,CAMIONETA RURAL,6,37,M,13493
15881,LimaEste,CAMIONETA RURAL,2,42,M,3917
15882,LimaEste,CAMIONETA RURAL,5,39,M,3384
15883,LimaEste,AUTOMOVIL,3,33,M,13037
15884,LimaModerna1,AUTOMOVIL,5,50,M,1903
15885,LimaSur,AUTOMOVIL,4,42,M,4950
15886,Callao,AUTOMOVIL,3,28,M,930
15887,Callao,CAMIONETA RURAL,5,56,M,1000
15888,LimaModerna1,AUTOMOVIL,3,49,M,2682
15889,LimaModerna1,AUTOMOVIL,2,42,F,2000
15890,LimaModerna1,AUTOMOVIL,1,62,M,76812
15891,LimaEste,AUTOMOVIL,2,39,F,14000
15892,LimaEste,AUTOMOVIL,2,45,M,10593
15893,LimaEste,AUTOMOVIL,2,39,F,14000
15894,LimaEste,AUTOMOVIL,3,31,M,3458
15895,LimaEste,AUTOMOVIL,2,30,M,4000
15896,LimaModerna1,AUTOMOVIL,4,67,F,929
15897,LimaModerna1,AUTOMOVIL,3,47,M,12020
15898,LimaEste,CAMIONETA RURAL,3,46,M,2005
15899,LimaEste,CAMIONETA RURAL,4,41,M,7593
15900,LimaEste,CAMIONETA RURAL,2,39,M,7659
15901,LimaSur,AUTOMOVIL,2,31,M,6000
15902,LimaSur,AUTOMOVIL,3,64,M,6109
15903,LimaCentro,CAMIONETA RURAL,1,55,M,930
15904,LimaCentro,CAMIONETA RURAL,1,36,M,1500
15905,LimaCentro,CAMIONETA RURAL,5,50,M,1023
15906,Callao,CAMIONETA RURAL,2,39,M,7193
15907,Callao,CAMIONETA RURAL,1,53,M,10213
15908,Callao,CAMIONETA RURAL,6,63,M,14108
15909,LimaModerna1,AUTOMOVIL,2,33,M,7000
15910,LimaModerna1,CAMIONETA RURAL,4,56,M,19663
15911,LimaModerna1,CAMIONETA RURAL,2,48,M,4545
15912,LimaModerna1,CAMIONETA RURAL,2,36,F,12000
15913,LimaModerna1,CAMIONETA RURAL,2,36,F,12000
15914,LimaCentro,AUTOMOVIL,4,54,F,2854
15915,LimaCentro,AUTOMOVIL,1,22,M,4491
15916,LimaModerna1,CAMIONETA RURAL,5,42,M,13093
15917,LimaModerna1,CAMIONETA RURAL,3,34,M,30398
15918,LimaModerna1,CAMIONETA RURAL,1,58,M,5500
15919,LimaModerna1,CAMIONETA RURAL,3,44,F,27832
15920,LimaModerna1,CAMIONETA RURAL,4,43,M,10693
15921,LimaModerna2,AUTOMOVIL,2,34,F,6500
15922,LimaModerna2,AUTOMOVIL,2,26,F,3675
15923,LimaModerna2,AUTOMOVIL,2,70,M,857
15924,Callao,CAMIONETA RURAL,3,54,M,2893
15925,Callao,AUTOMOVIL,3,39,M,6375
15926,LimaModerna1,AUTOMOVIL,5,29,M,21900
15927,LimaModerna1,AUTOMOVIL,4,36,F,9734
15928,LimaModerna1,AUTOMOVIL,2,29,F,9818
15929,LimaModerna1,AUTOMOVIL,1,33,M,8500
15930,LimaModerna1,AUTOMOVIL,2,58,F,7198
15931,LimaEste,AUTOMOVIL,2,48,M,1638
15932,LimaCentro,CAMIONETA RURAL,1,47,M,8530
15933,LimaCentro,CAMIONETA RURAL,4,38,M,5813
15934,Callao,CAMIONETA RURAL,2,40,F,10800
15935,Callao,CAMIONETA RURAL,3,50,M,3800
15936,LimaEste,AUTOMOVIL,1,31,M,1493
15937,LimaEste,AUTOMOVIL,3,57,M,1743
15938,LimaEste,AUTOMOVIL,3,49,M,4593
15939,LimaEste,AUTOMOVIL,2,49,M,843
15940,LimaModerna1,CAMIONETA RURAL,6,70,F,9996
15941,LimaModerna1,CAMIONETA RURAL,2,37,M,14000
15942,LimaModerna1,CAMIONETA RURAL,1,35,F,1000
15943,LimaModerna1,CAMIONETA RURAL,4,49,M,3500
15944,LimaModerna1,CAMIONETA RURAL,4,37,M,14760
15945,LimaEste,AUTOMOVIL,3,31,F,1293
15946,LimaEste,AUTOMOVIL,4,33,M,1355
15947,LimaEste,AUTOMOVIL,4,32,M,4831
15948,LimaModerna1,CAMIONETA RURAL,2,39,F,5310
15949,LimaCentro,AUTOMOVIL,1,44,M,4959
15950,LimaModerna1,CAMIONETA RURAL,2,43,F,22650
15951,LimaModerna1,CAMIONETA RURAL,6,44,M,13648
15952,LimaModerna1,CAMIONETA RURAL,2,45,M,92392
15953,LimaModerna1,CAMIONETA RURAL,5,53,M,25093
15954,LimaEste,AUTOMOVIL,2,31,M,19177
15955,LimaModerna2,STATION WAGON,4,50,M,3093
15956,LimaModerna2,CAMIONETA RURAL,2,39,M,9449
15957,LimaNorte,AUTOMOVIL,1,47,M,930
15958,LimaNorte,AUTOMOVIL,3,41,M,7982
15959,LimaNorte,AUTOMOVIL,3,68,M,1637
15960,LimaModerna1,AUTOMOVIL,1,46,M,3100
15961,LimaModerna1,AUTOMOVIL,2,48,M,3343
15962,LimaModerna1,AUTOMOVIL,1,49,F,5607
15963,LimaModerna1,AUTOMOVIL,3,27,M,2249
15964,LimaModerna1,AUTOMOVIL,3,27,M,2249
15965,LimaModerna1,AUTOMOVIL,5,64,M,3624
15966,LimaModerna1,AUTOMOVIL,2,62,M,4432
15967,LimaModerna1,AUTOMOVIL,2,33,F,7773
15968,LimaSur,AUTOMOVIL,5,64,M,3000
15969,LimaSur,AUTOMOVIL,3,26,F,5000
15970,LimaCentro,AUTOMOVIL,2,41,M,2709
15971,LimaCentro,AUTOMOVIL,3,47,M,6301
15972,LimaCentro,AUTOMOVIL,3,47,M,6301
15973,LimaModerna1,AUTOMOVIL,5,29,M,5093
15974,LimaModerna1,AUTOMOVIL,4,41,M,5835
15975,LimaModerna1,CAMIONETA RURAL,4,44,M,5000
15976,LimaModerna1,CAMIONETA RURAL,3,26,M,3593
15977,LimaModerna1,CAMIONETA RURAL,2,35,M,5507
15978,LimaModerna1,CAMIONETA RURAL,1,60,M,181598
15979,LimaModerna1,CAMIONETA RURAL,2,41,M,12115
15980,LimaModerna1,AUTOMOVIL,6,82,M,2235
15981,LimaModerna1,AUTOMOVIL,2,51,F,3956
15982,LimaModerna1,AUTOMOVIL,6,43,M,4500
15983,LimaNorte,AUTOMOVIL,2,32,M,10000
15984,LimaNorte,AUTOMOVIL,2,32,F,24215
15985,LimaNorte,AUTOMOVIL,2,29,M,4783
15986,LimaNorte,STATION WAGON,3,35,F,4000
15987,LimaModerna1,AUTOMOVIL,1,33,M,43304
15988,LimaModerna1,AUTOMOVIL,2,43,M,26589
15989,LimaModerna1,AUTOMOVIL,6,53,M,930
15990,LimaModerna1,AUTOMOVIL,1,31,F,11010
15991,LimaModerna1,AUTOMOVIL,3,50,M,13679
15992,LimaModerna1,AUTOMOVIL,3,60,F,806
15993,LimaModerna1,AUTOMOVIL,1,35,M,7587
15994,LimaModerna1,AUTOMOVIL,1,28,M,4115
15995,LimaModerna1,AUTOMOVIL,4,38,M,11529
15996,LimaModerna1,AUTOMOVIL,4,34,M,5658
15997,LimaModerna1,AUTOMOVIL,2,73,F,6523
15998,LimaModerna1,AUTOMOVIL,4,33,F,8500
15999,LimaEste,CAMIONETA RURAL,5,44,F,2005
16000,LimaEste,CAMIONETA RURAL,1,58,F,6917
16001,LimaEste,CAMIONETA RURAL,3,40,M,6033
16002,LimaEste,CAMIONETA RURAL,3,36,M,11600
16003,LimaEste,AUTOMOVIL,2,45,M,6681
16004,LimaEste,AUTOMOVIL,4,42,M,930
16005,LimaSur,AUTOMOVIL,2,47,M,2500
16006,LimaSur,AUTOMOVIL,1,44,F,930
16007,LimaSur,AUTOMOVIL,1,63,M,6952
16008,LimaModerna1,AUTOMOVIL,3,51,M,7122
16009,LimaModerna2,AUTOMOVIL,2,62,M,6579
16010,LimaEste,AUTOMOVIL,3,48,M,2500
16011,LimaEste,AUTOMOVIL,2,30,M,14251
16012,LimaEste,AUTOMOVIL,2,52,M,1023
16013,LimaEste,AUTOMOVIL,4,30,F,2500
16014,LimaModerna1,AUTOMOVIL,2,66,F,7116
16015,LimaModerna1,AUTOMOVIL,2,44,M,3288
16016,LimaModerna1,AUTOMOVIL,3,47,M,4307
16017,LimaEste,CAMIONETA RURAL,1,36,M,5357
16018,LimaSur,AUTOMOVIL,3,64,M,6109
16019,LimaSur,AUTOMOVIL,3,50,F,2789
16020,LimaSur,AUTOMOVIL,2,38,M,2093
16021,LimaSur,AUTOMOVIL,3,50,M,11264
16022,LimaSur,AUTOMOVIL,4,33,M,6993
16023,LimaCentro,CAMIONETA RURAL,4,43,M,10657
16024,LimaCentro,CAMIONETA RURAL,3,48,F,5093
16025,LimaModerna1,CAMIONETA RURAL,2,48,M,4545
16026,LimaModerna1,CAMIONETA RURAL,2,33,M,5000
16027,LimaModerna1,CAMIONETA RURAL,2,29,M,2093
16028,LimaModerna1,CAMIONETA RURAL,1,37,M,930
16029,LimaModerna1,CAMIONETA RURAL,4,42,F,5237
16030,LimaModerna2,AUTOMOVIL,5,45,F,1500
16031,LimaModerna1,AUTOMOVIL,6,25,F,1147
16032,LimaModerna1,AUTOMOVIL,4,39,M,13093
16033,LimaModerna1,AUTOMOVIL,2,45,M,3502
16034,LimaEste,CAMIONETA PICK UP,4,52,M,12292
16035,Callao,CAMIONETA RURAL,4,62,M,1156
16036,LimaEste,AUTOMOVIL,2,49,M,10500
16037,LimaEste,AUTOMOVIL,5,54,M,9593
16038,LimaEste,AUTOMOVIL,4,47,M,930
16039,LimaCentro,CAMIONETA PICK UP,3,67,M,2369
16040,LimaEste,AUTOMOVIL,4,39,M,2362
16041,LimaModerna1,CAMIONETA RURAL,4,56,M,17563
16042,LimaModerna1,CAMIONETA RURAL,6,70,F,9996
16043,LimaModerna1,CAMIONETA RURAL,1,43,M,7513
16044,LimaModerna1,CAMIONETA RURAL,2,41,F,1023
16045,LimaModerna1,CAMIONETA RURAL,3,33,M,4490
16046,LimaEste,AUTOMOVIL,2,27,M,930
16047,LimaCentro,AUTOMOVIL,2,42,M,1760
16048,LimaCentro,AUTOMOVIL,3,55,M,5670
16049,LimaModerna1,CAMIONETA RURAL,5,49,M,12000
16050,LimaModerna1,CAMIONETA RURAL,5,53,M,25093
16051,LimaModerna1,CAMIONETA RURAL,5,53,M,25093
16052,LimaModerna1,CAMIONETA RURAL,3,39,M,6743
16053,LimaModerna1,CAMIONETA RURAL,3,39,M,6743
16054,LimaEste,AUTOMOVIL,1,62,M,1831
16055,LimaEste,AUTOMOVIL,3,35,M,3905
16056,LimaModerna2,STATION WAGON,7,56,M,1680
16057,LimaModerna2,CAMIONETA RURAL,3,29,F,5500
16058,LimaModerna2,CAMIONETA RURAL,6,39,M,9183
16059,LimaSur,CAMIONETA RURAL,2,30,F,4290
16060,LimaCentro,AUTOMOVIL,4,49,M,17200
16061,LimaNorte,AUTOMOVIL,3,40,M,2843
16062,LimaNorte,AUTOMOVIL,2,32,M,1868
16063,LimaModerna1,AUTOMOVIL,1,29,M,3093
16064,LimaModerna1,AUTOMOVIL,3,71,F,2007
16065,LimaModerna1,AUTOMOVIL,2,61,M,4450
16066,LimaModerna1,AUTOMOVIL,5,65,M,3093
16067,LimaModerna1,AUTOMOVIL,3,67,M,12959
16068,LimaSur,AUTOMOVIL,3,57,M,2298
16069,LimaCentro,AUTOMOVIL,2,63,M,1608
16070,LimaCentro,AUTOMOVIL,2,46,M,2098
16071,LimaCentro,AUTOMOVIL,2,55,M,4892
16072,LimaModerna1,AUTOMOVIL,2,43,F,1693
16073,LimaModerna1,AUTOMOVIL,1,34,M,930
16074,LimaModerna1,AUTOMOVIL,2,47,F,6900
16075,LimaModerna1,CAMIONETA RURAL,4,54,M,30093
16076,LimaModerna1,CAMIONETA RURAL,5,47,M,66093
16077,LimaModerna1,CAMIONETA RURAL,2,30,F,6000
16078,LimaModerna1,CAMIONETA RURAL,2,37,F,18429
16079,LimaModerna1,CAMIONETA RURAL,2,37,F,18429
16080,LimaModerna1,CAMIONETA RURAL,2,37,F,18429
16081,LimaModerna1,AUTOMOVIL,5,50,M,2053
16082,LimaNorte,AUTOMOVIL,2,32,M,10000
16083,LimaNorte,AUTOMOVIL,4,40,M,4026
16084,LimaNorte,AUTOMOVIL,4,70,M,1201
16085,LimaNorte,STATION WAGON,3,55,M,3593
16086,LimaNorte,STATION WAGON,1,38,M,4330
16087,LimaModerna1,AUTOMOVIL,1,54,M,14859
16088,LimaModerna1,AUTOMOVIL,3,65,M,1980
16089,LimaModerna1,AUTOMOVIL,4,37,M,18000
16090,LimaModerna1,AUTOMOVIL,5,51,M,1023
16091,LimaModerna1,AUTOMOVIL,3,32,M,225968
16092,LimaModerna1,AUTOMOVIL,5,40,M,4040
16093,LimaModerna1,AUTOMOVIL,3,42,M,12593
16094,LimaModerna1,AUTOMOVIL,5,49,F,6020
16095,LimaModerna1,AUTOMOVIL,2,31,M,13764
16096,LimaModerna1,AUTOMOVIL,3,33,M,17010
16097,LimaModerna1,AUTOMOVIL,4,41,F,1348
16098,LimaModerna1,AUTOMOVIL,3,54,F,8910
16099,LimaModerna1,AUTOMOVIL,3,31,M,7000
16100,LimaEste,CAMIONETA RURAL,2,32,M,16500
16101,LimaEste,CAMIONETA RURAL,2,41,M,3773
16102,LimaEste,CAMIONETA RURAL,2,46,M,17990
16103,LimaEste,AUTOMOVIL,4,41,M,4300
16104,LimaEste,AUTOMOVIL,6,31,F,10647
16105,LimaEste,AUTOMOVIL,6,57,F,1860
16106,LimaSur,AUTOMOVIL,2,38,F,3034
16107,LimaSur,AUTOMOVIL,2,50,M,2593
16108,LimaSur,AUTOMOVIL,5,31,F,1023
16109,LimaModerna1,AUTOMOVIL,4,67,M,5440
16110,LimaModerna1,AUTOMOVIL,4,67,M,5440
16111,LimaModerna1,CAMIONETA PICK UP,1,69,M,3618
16112,LimaModerna1,CAMIONETA PICK UP,4,39,M,7093
16113,LimaModerna2,AUTOMOVIL,3,35,F,3800
16114,LimaModerna2,AUTOMOVIL,3,38,M,11091
16115,LimaModerna2,AUTOMOVIL,3,52,M,9360
16116,LimaModerna2,AUTOMOVIL,4,53,F,3042
16117,LimaModerna2,AUTOMOVIL,4,63,F,4279
16118,LimaModerna2,AUTOMOVIL,4,33,F,1402
16119,LimaModerna2,AUTOMOVIL,1,35,F,8122
16120,LimaSur,STATION WAGON,2,38,M,6000
16121,LimaEste,AUTOMOVIL,6,61,M,25125
16122,LimaEste,AUTOMOVIL,3,49,F,4745
16123,LimaEste,AUTOMOVIL,1,26,F,1777
16124,LimaModerna1,AUTOMOVIL,4,50,M,16593
16125,LimaModerna1,AUTOMOVIL,5,56,M,6500
16126,LimaModerna1,AUTOMOVIL,4,59,M,6772
16127,LimaEste,CAMIONETA RURAL,1,34,M,9593
16128,LimaEste,CAMIONETA RURAL,2,53,M,3085
16129,LimaSur,AUTOMOVIL,1,78,M,1847
16130,LimaSur,AUTOMOVIL,4,34,M,8213
16131,LimaCentro,CAMIONETA RURAL,6,58,F,10500
16132,LimaCentro,CAMIONETA RURAL,2,41,M,10693
16133,LimaModerna1,CAMIONETA RURAL,4,48,F,3310
16134,LimaModerna1,CAMIONETA RURAL,2,33,M,5906
16135,LimaModerna1,CAMIONETA RURAL,2,27,M,6000
16136,LimaModerna1,CAMIONETA RURAL,2,48,M,4545
16137,LimaModerna1,CAMIONETA RURAL,3,37,F,24659
16138,LimaModerna1,CAMIONETA RURAL,3,57,M,14127
16139,LimaModerna1,AUTOMOVIL,3,39,M,1800
16140,LimaModerna1,AUTOMOVIL,3,39,M,3000
